Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Combined with No./Résultats combinés à ceux du n°,Rejected Ballots for poll/Bulletins rejetés du bureau,Electors for poll/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Vote Count/Votes du candidat
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 169","Richmond Hill",N,N,"",0,450,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,3
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 169","Richmond Hill",N,N,"",0,450,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,79
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 169","Richmond Hill",N,N,"",0,450,"Muench","","Tom","Green Party","Parti Vert",N,N,3
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 169","Richmond Hill",N,N,"",0,450,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,77
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 169","Richmond Hill",N,N,"",0,450,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 170","Richmond Hill",N,N,"",0,405,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,3
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 170","Richmond Hill",N,N,"",0,405,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,96
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 170","Richmond Hill",N,N,"",0,405,"Muench","","Tom","Green Party","Parti Vert",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 170","Richmond Hill",N,N,"",0,405,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,68
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 170","Richmond Hill",N,N,"",0,405,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 171","Richmond Hill",N,N,"",2,501,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 171","Richmond Hill",N,N,"",2,501,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,71
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 171","Richmond Hill",N,N,"",2,501,"Muench","","Tom","Green Party","Parti Vert",N,N,5
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 171","Richmond Hill",N,N,"",2,501,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,72
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 171","Richmond Hill",N,N,"",2,501,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 172","Richmond Hill",N,N,"",2,496,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 172","Richmond Hill",N,N,"",2,496,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,97
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 172","Richmond Hill",N,N,"",2,496,"Muench","","Tom","Green Party","Parti Vert",N,N,5
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 172","Richmond Hill",N,N,"",2,496,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,88
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 172","Richmond Hill",N,N,"",2,496,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 173","Richmond Hill",N,N,"",1,487,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 173","Richmond Hill",N,N,"",1,487,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,61
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 173","Richmond Hill",N,N,"",1,487,"Muench","","Tom","Green Party","Parti Vert",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 173","Richmond Hill",N,N,"",1,487,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,52
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 173","Richmond Hill",N,N,"",1,487,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 174","Richmond Hill",N,N,"",0,422,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 174","Richmond Hill",N,N,"",0,422,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,73
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 174","Richmond Hill",N,N,"",0,422,"Muench","","Tom","Green Party","Parti Vert",N,N,4
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 174","Richmond Hill",N,N,"",0,422,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,53
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 174","Richmond Hill",N,N,"",0,422,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 175","Richmond Hill",N,N,"",0,469,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,3
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 175","Richmond Hill",N,N,"",0,469,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,97
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 175","Richmond Hill",N,N,"",0,469,"Muench","","Tom","Green Party","Parti Vert",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 175","Richmond Hill",N,N,"",0,469,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,54
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 175","Richmond Hill",N,N,"",0,469,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 176","Richmond Hill",N,N,"",2,473,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 176","Richmond Hill",N,N,"",2,473,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,69
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 176","Richmond Hill",N,N,"",2,473,"Muench","","Tom","Green Party","Parti Vert",N,N,3
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 176","Richmond Hill",N,N,"",2,473,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,49
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 176","Richmond Hill",N,N,"",2,473,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,5
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 177","Richmond Hill",N,N,"",1,523,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 177","Richmond Hill",N,N,"",1,523,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,116
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 177","Richmond Hill",N,N,"",1,523,"Muench","","Tom","Green Party","Parti Vert",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 177","Richmond Hill",N,N,"",1,523,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,58
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 177","Richmond Hill",N,N,"",1,523,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 178","Richmond Hill",N,N,"",0,388,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 178","Richmond Hill",N,N,"",0,388,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,95
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 178","Richmond Hill",N,N,"",0,388,"Muench","","Tom","Green Party","Parti Vert",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 178","Richmond Hill",N,N,"",0,388,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,36
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 178","Richmond Hill",N,N,"",0,388,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 179","Richmond Hill",N,N,"",1,552,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,4
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 179","Richmond Hill",N,N,"",1,552,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,91
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 179","Richmond Hill",N,N,"",1,552,"Muench","","Tom","Green Party","Parti Vert",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 179","Richmond Hill",N,N,"",1,552,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,77
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 179","Richmond Hill",N,N,"",1,552,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,5
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 180","Richmond Hill",N,N,"",1,589,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 180","Richmond Hill",N,N,"",1,589,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,104
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 180","Richmond Hill",N,N,"",1,589,"Muench","","Tom","Green Party","Parti Vert",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 180","Richmond Hill",N,N,"",1,589,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,82
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 180","Richmond Hill",N,N,"",1,589,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 181","Richmond Hill",N,N,"",2,429,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,5
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 181","Richmond Hill",N,N,"",2,429,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,78
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 181","Richmond Hill",N,N,"",2,429,"Muench","","Tom","Green Party","Parti Vert",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 181","Richmond Hill",N,N,"",2,429,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,72
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 181","Richmond Hill",N,N,"",2,429,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 182","Richmond Hill",N,N,"",1,536,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,3
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 182","Richmond Hill",N,N,"",1,536,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,124
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 182","Richmond Hill",N,N,"",1,536,"Muench","","Tom","Green Party","Parti Vert",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 182","Richmond Hill",N,N,"",1,536,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,55
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 182","Richmond Hill",N,N,"",1,536,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 183","Richmond Hill",N,N,"",1,421,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 183","Richmond Hill",N,N,"",1,421,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,69
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 183","Richmond Hill",N,N,"",1,421,"Muench","","Tom","Green Party","Parti Vert",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 183","Richmond Hill",N,N,"",1,421,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,55
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 183","Richmond Hill",N,N,"",1,421,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,3
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 184","Richmond Hill",N,N,"",1,399,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 184","Richmond Hill",N,N,"",1,399,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,69
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 184","Richmond Hill",N,N,"",1,399,"Muench","","Tom","Green Party","Parti Vert",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 184","Richmond Hill",N,N,"",1,399,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,34
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 184","Richmond Hill",N,N,"",1,399,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 400A","Richmond Hill",N,N,"",6,404,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,3
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 400A","Richmond Hill",N,N,"",6,404,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,106
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 400A","Richmond Hill",N,N,"",6,404,"Muench","","Tom","Green Party","Parti Vert",N,N,3
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 400A","Richmond Hill",N,N,"",6,404,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,135
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 400A","Richmond Hill",N,N,"",6,404,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 400B","Mobile poll/Bureau itinérant",N,N,"509",0,46,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 400B","Mobile poll/Bureau itinérant",N,N,"509",0,46,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 400B","Mobile poll/Bureau itinérant",N,N,"509",0,46,"Muench","","Tom","Green Party","Parti Vert",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 400B","Mobile poll/Bureau itinérant",N,N,"509",0,46,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 400B","Mobile poll/Bureau itinérant",N,N,"509",0,46,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 401","Richmond Hill",N,N,"",4,451,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 401","Richmond Hill",N,N,"",4,451,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,26
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 401","Richmond Hill",N,N,"",4,451,"Muench","","Tom","Green Party","Parti Vert",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 401","Richmond Hill",N,N,"",4,451,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,179
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 401","Richmond Hill",N,N,"",4,451,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 402","Richmond Hill",N,N,"",2,234,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,3
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 402","Richmond Hill",N,N,"",2,234,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,44
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 402","Richmond Hill",N,N,"",2,234,"Muench","","Tom","Green Party","Parti Vert",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 402","Richmond Hill",N,N,"",2,234,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,56
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 402","Richmond Hill",N,N,"",2,234,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 403","Richmond Hill",N,N,"",2,264,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 403","Richmond Hill",N,N,"",2,264,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,28
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 403","Richmond Hill",N,N,"",2,264,"Muench","","Tom","Green Party","Parti Vert",N,N,2
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 403","Richmond Hill",N,N,"",2,264,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,108
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 403","Richmond Hill",N,N,"",2,264,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 500","Aurora",N,N,"15",0,64,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 500","Aurora",N,N,"15",0,64,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 500","Aurora",N,N,"15",0,64,"Muench","","Tom","Green Party","Parti Vert",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 500","Aurora",N,N,"15",0,64,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 500","Aurora",N,N,"15",0,64,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 501","Mobile poll/Bureau itinérant",N,N,"",0,155,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,3
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 501","Mobile poll/Bureau itinérant",N,N,"",0,155,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,22
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 501","Mobile poll/Bureau itinérant",N,N,"",0,155,"Muench","","Tom","Green Party","Parti Vert",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 501","Mobile poll/Bureau itinérant",N,N,"",0,155,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,32
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 501","Mobile poll/Bureau itinérant",N,N,"",0,155,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 502","Mobile poll/Bureau itinérant",N,N,"501",0,60,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 502","Mobile poll/Bureau itinérant",N,N,"501",0,60,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 502","Mobile poll/Bureau itinérant",N,N,"501",0,60,"Muench","","Tom","Green Party","Parti Vert",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 502","Mobile poll/Bureau itinérant",N,N,"501",0,60,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 502","Mobile poll/Bureau itinérant",N,N,"501",0,60,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 503","Mobile poll/Bureau itinérant",N,N,"504",0,66,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 503","Mobile poll/Bureau itinérant",N,N,"504",0,66,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 503","Mobile poll/Bureau itinérant",N,N,"504",0,66,"Muench","","Tom","Green Party","Parti Vert",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 503","Mobile poll/Bureau itinérant",N,N,"504",0,66,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 503","Mobile poll/Bureau itinérant",N,N,"504",0,66,"Tvorogov","","Igor","People's Party - PPC","Parti populaire - PPC",N,N,0
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 504","Mobile poll/Bureau itinérant",N,N,"",2,83,"Maniuk","","Danielle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,8
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 504","Mobile poll/Bureau itinérant",N,N,"",2,83,"Menegakis","","Costas","Conservative","Conservateur",Y,Y,21
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 504","Mobile poll/Bureau itinérant",N,N,"",2,83,"Muench","","Tom","Green Party","Parti Vert",N,N,1
35003,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill"," 504","Mobile poll/Bureau itinérant",N,N,"",2,83,"Taylor Roy","","Leah","Liberal","Libéral",Y,N,35
